album,data,musica,letra
Infinito,2012-07-17 00:00:00,"Diga, Parte 2","6 Contributors
Diga, Parte 2 Lyrics
Tira a maquiagem pra que eu possa ver
Aquilo que você se esforça pra esconder
Agora somos só nós dois
Já podes parar de fingir
Mas cala essa boca e me diz com o olhar
Quem era você até me encontrar?
Se agora és diferente
O que eu fiz que te fez mudar?
Eu lembro dos lábios tremendo ao dizer
Eu não vivo sem você...
Então diga
Que não vai sair da minha vida
Diga que não passa de mentira
Quando dizem que o amor morreu
Tira essa roupa pra que eu possa ver
Que não há uma arma tentando se esconder
O mal vive num lar
Perfeito e sem infiltração
Mas tira o cabelo da cara e me diz
Se por um segundo quiseste me ver feliz
Ou se és o meu destino
Tentando me dar outra lição
Eu lembro de cerrar os punhos pra dizer
Eu não amo mais você...
E diga
Que não volta mais pra minha vida
E que a nossa estrada é bipartida
Esqueça o dia em que me conheceu
Então diga
Que nem todo dinheiro dessa vida
Não vai comprar de volta ""a acolhida""
No peito de quem já foi todo seu
A casa é minha mas pode ficar
Eu volto amanhã e não quero mais te enxergar
Faça suas malas e nunca mais volte aqui
E eu juro pela vida da mãe e do pai
Ciente do peso da expressão ""nunca mais""
Volte a oferecer teu corpo a quem preferir
Viver ao lado de quem não tem nada pra dizer
Confesse pra mim de uma vez
Mas diga
Que nunca foi feliz nessa tua vida
Teu texto, teu sorriso de mentira
Pode enganar a todos, não a mim
Então diga
Que essa mão que acena na partida
Por tantos idiotas, pretendida
É a mesma que decreta o nosso fim
Assisto aos teus passos como a um balé
Quem vais usurpar agora que ninguém te quer?
A verdade demora, mas chega sempre sem avisar
E o grito contido no teu travesseiro
Ecoa nos lares do mundo inteiro
Não tira esse rímel, pois hoje eu quero vê-lo...
Borrar"
Infinito,2012-07-17 00:00:00,Seis,"4 Contributors
Seis Lyrics
[Letra de ""Seis"" com Fresno]
[Verso 1]
Eu já tentei
Não vou mudar
Já te falei
Que não há mais
[Verso 2]
Motivo pra eu tentar
Fazer você voltar
Se o que você faz
É o que me faz pensar
Que o que você quer
Alguém pra ocupar o lugar
[Verso 3]
E o que eu senti
Há um tempo atrás
Nunca mudou
Nem vai mudar
[Verso 4]
Pois saiba que apesar
De eu tanto relutar
Sempre vai ter alguém
Pra me fazer duvidar
Tudo que eu quero
Alguém pra ocupar o lugar
[Refrão 1]
De quem não vai voltar
De quem não vai voltar
Quem não existe mais
Quem me deixou pra trás
[Ponte]
Não há o que lamentar
Não há o que conversar
Há muito o que viver
[Refrão 2]
Esqueça nossa história
Esqueça tudo que eu fiz
Por você, esqueça nós dois
Me conte depois
Como é viver sem lembrar
[Saída]
Sem lembrar
Sem lembrar
Sem lembrar"
Infinito,2012-07-17 00:00:00,Cativeiro (Ana Cruse),"4 Contributors
Cativeiro (Ana Cruse) Lyrics
[Letra de ""Cativeiro (Ana Cruse)"" com Fresno]
[Verso 1]
É tão escuro aqui, e dói pra respirar
(Eu sinto abrirem os pontos no peito)
E o medo de falhar na hora de fugir
(Me sinto cada vez mais preso aqui)
[Pré-Refrão]
Não é assim que se faz
Assim eu jamais terei paz
[Refrão]
E ninguém vai me ouvir gritar
Se estamos muito distantes do que éramos antes de mudar
E eu sei, ninguém vai me salvar
Nem vai fechar as feridas pra privar nossa vida
De sofrer, crescer e ter o que cantar
[Verso 2]
Por entre as grades vi o que existe lá
(Eu pude sentir os golpes do vento)
Quem nos mantém aqui não pode controlar
(Não podem prender o meu pensamento)
[Verso 3]
Até quando vão tirar essas lagrimas da gente?
A gente pode atropelar o que vier na frente
Basta acreditar
[Ponte]
Não é assim que se faz
Eu aprendi, eu não vou voltar atrás
Eu estive lá, mas percebi
Que não está nos livros dos nossos pais
É uma verdade que a gente mesmo faz
E grita pro vento até o mundo ouvir
[Refrão]
E ninguém vai me ouvir gritar
Se estamos muito distantes do que éramos antes de mudar
E eu sei, ninguém vai me salvar
Nem vai fechar as feridas pra privar nossa vida
De sofrer, crescer e ter o que cantar"
Infinito,2012-07-17 00:00:00,Sobreviver e Acreditar,"3 Contributors
Sobreviver e Acreditar Lyrics
[Letra de ""Sobreviver e Acreditar"" com Fresno]
[Verso 1]
A luz do sol chegou a me cegar
Depois de tanto tempo sem sair pra andar
Na rua em que eu cresci
Tem cantos que eu não consegui rever
Impressos na memória, lembrando por que
Eu tive que partir dali
[Refrão]
Sobreviver e acreditar
Que no final a verdade vai prevalecer
E ninguém vai me derrubar
Nem todo o mal desse mundo vai me enfraquecer
[Verso 2]
A inconstância que me fez mudar
Faz minha casa não parecer o meu lar
Eu não pertenço aqui
Desde a infância eu precisei lutar
São monstros que eu sempre tento exorcizar
Eles estão aqui… em mim
[Refrão]
Sobreviver e acreditar
Que no final a verdade vai prevalecer
E ninguém vai me derrubar
Nem todo o mal desse mundo vai me enfraquecer
[Ponte]
E a cada derrota, levantar
Pra recomeçar
A minha resposta vai chegar
Numa música
São milhões de almas a cantar
Em uma só voz
E, ao final de tudo você vai
Ouvir falar de nós
[Refrão]
Sobreviver e acreditar
Que no final a verdade vai prevalecer
E ninguém vai me derrubar
Nem todo o mal desse mundo vai me enfraquecer"
Infinito,2012-07-17 00:00:00,Sutjeska,
Infinito,2012-07-17 00:00:00,Farol,"3 Contributors
Farol Lyrics
[Letra de ""Farol"" com Fresno]
[Verso 1]
E nem de longe a gente pode disfarçar
O que há por trás da pele
Mas saiba que o teu olho me emburrece mais
Do que as mentiras que eu li nos jornais de ontem
[Verso 2]
E se eu explodir
Diga que vem me visitar
Pra juntar os pedaços de mim
Mas será que no corpo de um outro alguém
Meu coração pode funcionar bem melhor?
[Refrão]
Bem aventurados os que mentem
Felizes são aqueles que não sentem
E eu, sentenciado à reclusão
À luz desse farol da solidão
[Verso 3]
Esse lampejo guia os barcos até o cais
Mas queima os nossos olhos
É pra que numa noite de escuridão
A gente encontre uma só razão para continuar vivendo
[Verso 4]
E a todo o vapor
Navego até o mundo se dobrar
Sumindo no horizonte
Eu volto quando o vento me fizer voltar
Tenho um milhão de estrelas só pra me guiar
[Refrão]
Bem aventurados os que mentem
Felizes são aqueles que não sentem
E eu, sentenciado à reclusão
À luz desse farol da solidão"
Infinito,2012-07-17 00:00:00,Vida (Biografia em Ré Menor),"3 Contributors
Vida (Biografia em Ré Menor) Lyrics
Do alto do meu sexto andar
Eu não vejo mais o pôr-do-sol
Nem o rio que eu aprendi a amar
Do alto do meu sexto andar
Eu não vejo mais o pôr-do-sol
Nem o rio que eu aprendi a amar
Mas, olha onde eu fui me esconder...
Dentro da sua TV...
As coisas que eu aprendi...
Às vezes em que eu quase morri...
Será que eu tinha que ficar aqui?
Será que é tanto assim que eu tenho pra falar?
Parece que não
Mas eu sei que vai...
Vai passar
Você nem vai perceber
Vai mudar
E eu sei que vai doer
Em mim...
Alguns amigos vão apenas sumir
E pelo menos uma vez, uma mulher vai te trair
Mas você também, um dia trairá
Vai aprender que ainda não sabe amar
Parece que não
Mas eu sei que vai...
Vai passar
E eu nem vou perceber
Vai mudar
E eu sei que vai doer...
Demais
Há muito tempo, eu perdi o medo de todos os meus rivais
Eu não tenho medo de brigar
Assim cheguei aqui
Há muito tempo, eu aprendi
Que os inimigos são pra nos testar
Aprenda o que eles têm pra te ensinar
Porque eles sabem tudo de você
Do alto dos meus vinte e seis
Eu tenho algo pra dizer, junto desses outros três
Jamais siga os passos meus, você vai ver
Que eu estou tão perdido quanto você
Eu achava que não
Hoje eu sei que vai...
Vai passar
E eu nem vou perceber
Vai mudar
Vai mudar
Vai mudar
Vai mudar...
E acabar"
Cemitério das Boas Intenções,2011-12-12 00:00:00,Crocodilia,"2 Contributors
Crocodilia Lyrics
Ei, o que aconteceu?
Aonde foi que a minha alma desapareceu?
Eu sei, de tanto amar
Vejo um pedaço meu em tudo que é lugar
Eu não, não, não acredito em inferno
É só uma ilusão, o sofrimento é eterno
Mas eu posso ver do meu sexto andar
Não é perto de mim que você vai ter o seu lugar
Eu sei, eu estava lá
É bem pior do que você consegue imaginar
Eu não vou magoar
Se você desistir antes mesmo de tentar
Eu não, não, não acredito em saída
É só uma ilusão, facilita a vida
Mas eu posso ver do meu sexto andar
Não é perto de mim que você vai ter o seu lugar
(Não, não, não)
E não há nada após o fim
Só cinzas das melhores intenções
Há muito a aprender de mim
Exemplo: como quebrar corações
Não é algo de se orgulhar
Eu me limito a te avisar
Não tente nunca me enganar
Não, não, não acredito em inferno
É só uma ilusão, o sofrimento é eterno
Não, não, não acredito em saída
É só uma ilusão, facilita a vida (2x)
Não"
Cemitério das Boas Intenções,2011-12-12 00:00:00,A Gente Morre Sozinho,"3 Contributors
A Gente Morre Sozinho Lyrics
Queira afastar as crianças
Protegei de todo o mal
Peguem suas armas
Armem suas lanças
Digam adeus ao que é normal
Começamos, e não tem mais volta
Agora todos estão sozinhos
Não se esconda, mas tenha medo
Quase ninguém sobreviveu
Deixa eu te contar esse segredo
Quem começou isso fui eu
Começamos, e não tem mais volta
Agora todos estão sozinhos
Esse sorriso é de mentira
Quem é que nunca acreditou?
Fazemos isso na tentativa
De contentar com o que restou
Saiba, amigo
A única resposta agora
A gente morre sozinho
Quem vai lutar pela gente?
Quem vai tentar nos salvar
Se agora eu olho pra frente e não consigo caminhar?
Quem vai mostrar o caminho?
O pesadelo é real?
Quando estamos sozinhos
Não existe bem e mal
Perguntaram para mim
Pra onde eu vou, de onde eu vim
E eu respondi com um olhar
Pedindo ajuda, sem encontrar
E é de mentira, essa canção
Um coração não se faz com a mão
Ele não sabe, nunca viveu
Pois o Diabo lhe protegeu
Enquanto pintavam os muros de sangue pra vender jornais
E eu testemunhava o grito agonizante dos que não vivem mais
Verdade, quem é capaz de conviver com ela?
Vontade de um dia jogar tudo para o ar
E viver sabendo que não há nada depois
Viver sem esperar por quem não existiu
Quem vai lutar pela gente?
(Você não vê que estamos sós?)
Quem é que vai nos salvar?
(Cadê seu Deus?)
Se agora eu olho pra frente e não consigo caminhar?
Quem vai mostrar o caminho?
(No fim de tudo, somos nós)
O pesadelo é real?
(Cadê seu Deus?)
Quando estamos sozinhos
Não existe o bem e o mal
Voltem pras suas casas
Ninguém vai nos salvar
Voltem pras suas vidas
Se é que há algo lá
Acredite em mim
Acredite em você
Vai chegar o fim
Ninguém vai te socorrer"
Cemitério das Boas Intenções,2011-12-12 00:00:00,Não Vou Mais,"2 Contributors
Não Vou Mais Lyrics
Quantas vezes esperei até a música acabar
Pra perceber o que eu acabei de cantar
Sempre existia algo ali, eu tinha tanto pra falar
Mas você não me deu ouvidos
Eu ia te dizer que eu não vou mais
Correr atrás do que eu sei que eu já perdi
E antes de dizer 'tarde demais'
Eu quero te dizer: não volto mais aqui
Quantas vezes esperei até o dia começar?
Quantas vezes acordei sozinho no mesmo lugar?
Quantas vezes eu achei que alguma coisa ia mudar?
E eu fiquei sem nada...
Eu ia te dizer que eu não vou mais
Correr atrás do que eu sei que já perdi
E antes de dizer 'tarde demais'
Eu quero te dizer: não volto mais aqui
Eu já tentei, eu já quis desistir
Mas quando chega a noite eu não posso dormir
Pois quando fecho os olhos
Nenhuma luz se apaga
Eu já tentei, eu cansei de gritar
Eu já fiz mais do que eu consigo aguentar
Eu já fiz mais do que eu consigo aguentar
E eu não vou mais
Correr atrás do que eu sei que já perdi
E antes de dizer 'tarde demais'
Eu quero te dizer que eu não volto mais aqui
(Eu já rezei pra tudo melhorar
Eu já pedi pra Deus pra ele me salvar
Mas quando abro os olhos
Não acredito em nada
Eu já morri, eu já quis te matar
Já fiz o que ninguém consegue suportar)"
Cemitério das Boas Intenções,2011-12-12 00:00:00,Relato De Um Homem De Bom Coração,"2 Contributors
Relato De Um Homem De Bom Coração Lyrics
[Verso 1]
Eu procurei, jurei que não iria mais falar de mim
Porquê eu achei que eu tinha outras historias pra contar
Tudo o que eu sempre procurei
Tudo o que eu sempre sonhei não vale nada
Se não enxergo um palmo a frente
Então não tente olhar pra trás
Não existe uma só curva nessa estrada
Preciso de uma bifurcação
E eu vou pra longe de você...
[Refrão]
Eu já perdi, eu já sofri demais
Eu parti, joguei tudo pra trás
Eu vou fugir, pra bem longe daqui
Vou caminhar e ninguém vai me seguir
[Verso 2]
Eu tinha apenas 16 e já achava que eu sabia demais
Tudo o que eu tinha era um quarto e o dinheiro dos meus pais
E alguns amigos que cabiam numa mão
(Era vazio aquele rio de solidão)
Eu hoje viajo num só mês
Milhões de milhas sem ter pra onde voltar
O asfalto é minha casa, mas não da pra chamar de lar
É tão vazio, tão frio, tão fora do lugar
(Não existe nada aqui, que vá me fazer mudar)
[Refrão]
Eu já perdi, eu já sofri demais
Eu parti, joguei tudo pra trás
Eu vou fugir, pra bem longe daqui
Vou caminhar, e ninguém vai me seguir
[Bridge]
Anoiteceu, mas faz tempo que a minha vida escureceu
Não sei ao certo quando isso aconteceu
Só sei que o culpado fui eu
De que adianta abrir os olhos
Se sei que os flashes são para me cegar
Esses abraços são pra me amaldiçoar
Eu nunca te obriguei a me ouvir falar
E desde quando você acha que sabe melhor de mim, do que eu
Existem tantas coisas que eu vivi que você nunca viveu
[Outro]
Eu procurei, jurei que não iria mais falar de mim
Mas eu sou assim, eu tenho tanta historia pra contar"
Revanche,2010-07-13 00:00:00,Revanche,"2 Contributors
Revanche Lyrics
Você pegou o que eu mais queria
Guardou dentro de uma caixa vazia e, eu sei
Não há mais nada a dizer
E, desde então, essa abstinência
Por tanto tempo achei que era carência, eu sei...
Eu já tentei fugir
Eu quero viver mais
(Muito além do que você programou)
Eu quero dizer mais
Você achou que eu tinha desistido
Não estou morto, apenas fui ferido, eu sei...
Eu sei que o tempo acabou
Trancafiado nesse quarto escuro
Ainda assim, me sinto mais seguro, eu sei...
Longe de você
Eu quero viver mais
(Muito além do que você programou)
Eu quero dizer mais
(Ao fim de tudo, que o seu tempo acabou)
Quero sentir
Quero viver mais
(Muito além do que você programou)
Quero dizer mais
(Ao fim de tudo, que o seu tempo acabou)
Quero sentir
(O que eu ainda não senti)
Deixa eu viver!
Não há mais nada a dizer. (4x)"
Revanche,2010-07-13 00:00:00,Deixa O Tempo,"2 Contributors
Deixa O Tempo Lyrics
Eu não volto mais pra casa
Não há ninguém a me esperar
Eu não vou ver o sol nascer
Pois tranquei minhas janelas
Pra não deixar a luz entrar
Eu canto as notas mais erradas
De refrões que eu nem sei tocar
Tentei chegar até você
Mas você não ouviu nada
Chegou a hora de acordar
Então deixa que o tempo vai cicatrizar
Ele te trouxe até aqui, mas pode te fazer mudar
Então deixa que o tempo vai
Gravar a tua voz em mim
Para que eu possa te ouvir toda vez que eu precisar
Queria tanto estar em casa
(O teu silêncio não traz paz)
Vendo mentiras na televisão
(Ele só me aproxima mais)
Esperando alguém ligar
(Deixei meu rádio em qualquer estação)
Então deixa que o tempo vai cicatrizar
Ele te trouxe até aqui, mas pode te fazer mudar
Então deixa que o tempo vai
Gravar a tua voz em mim
Para que eu possa te ouvir toda vez que eu precisar
Deixa que o tempo vai
Deixa que o tempo faz
Então deixa que o tempo vai cicatrizar
Ele te trouxe até aqui, mas pode te fazer mudar
(E você já mudou)
Deixa que o tempo vai
(Queria tanto estar em casa)
Gravar a tua voz em mim
Para que eu possa te ouvir
(Vendo mentiras na televisão)
Toda vez que eu precisar"
Revanche,2010-07-13 00:00:00,Esteja Aqui,"2 Contributors
Esteja Aqui Lyrics
[Verso 1]
Se despedir, depois se encontrar
Sabendo que nunca vai mudar
A condição de estarmos, os dois, aqui
Fechando os olhos pra imaginar
Eu vasculho as caixas do meu tempo
Tentando achar um dia a mais pra viver com você
Queria tanto te dizer
[Refrão]
Esteja aqui, esteja aqui
Mesmo se o mundo te pedir pra não ficar
Esteja aqui, esteja aqui
[Verso 2]
Pra que ligar, se vamos desligar?
Os fios só trazem ruídos
Que sujam as palavras que eu trouxe pra você
Um outro dia, um outro lugar
Que seja hoje, seja aqui
E eu não sei quando esses créditos vão acabar
São só palavras pra você
[Refrão]
Esteja aqui, esteja aqui
Mesmo se o mundo te pedir pra não ficar
Esteja aqui, esteja aqui
[Ponte]
São só palavras pra você
Te peço, tente escrever sobre o que você nunca viu
Tente transformar em canção
O que há no seu coração
Se é que já não está vazio
Se pra você não é nada, são só palavras
[Refrão]
Esteja aqui, esteja aqui
Mesmo se o mundo te pedir pra não ficar
(Você vai ficar)
Esteja aqui, esteja aqui
E nunca diga que existe outro lugar
(É o meu lugar)
Esteja aqui
Esteja aqui
Esteja aqui"
Revanche,2010-07-13 00:00:00,Die Lüge,"3 Contributors
Die Lüge Lyrics
Deixei dinheiro pra me visitar
Te dei meu sangue pra você pintar
A parede da sala de estar
(Mas não tem volta)
Te dei meu tempo pra você usar
Da forma que você bem entender
Mas eu nunca disse, meu amor
Que era de graça
Tem algo que eu sempre precisei
Secretamente eu requisitei
E até quando eu comecei a gritar
(Você não me ouviu)
E eu me contento com o que sobrou
Eu como o pão que o diabo amassou
Mas eu não divido com você
Nem um segundo do que me resta a viver
Ninguém mais pode me ouvir
Ninguém mais pode me parar
Chegou a hora de gritar
Tudo o que eu tinha se acabou
E foi você quem me tomou
Que cara você vai fazer
Quando a sua casa desabar?
Um dia desses, acordei
Não conseguia respirar
Enquanto não cuspisse tudo o que eu tinha pra falar
Na sua frente, na sua cara, tudo o que eu sei que você é
Que você esconde atrás desse sorriso torto
De quem não sabe como é
Olhar pra frente e ver
Que não há pra onde ir
E saber que o seu lugar é muito longe daqui
Meu mundo é muito maior
Seu mundo é uma mentira
(Que você mesmo inventou)
Ninguém mais pode me ouvir
Ninguém mais pode me parar
Chegou a hora de gritar
Tudo o que eu tinha se acabou
E foi você quem me tomou
Que cara você vai fazer
Quando a sua casa desabar?
Mas olha só pra você, ficou horrível sem mim
Achou que ia arrasar, mais de mil caras a fim
Mas qualquer um pode ver
Que você é de mentira
(Que só eu mesmo acreditei)
Ninguém mais pode me ouvir
Ninguém mais pode me parar
Chegou a hora de gritar
Tudo o que eu tinha se acabou
E foi você quem me tomou
Que cara você vai fazer
Quando a sua casa desabar?"
